77 Москва Moskow MOSCOW МОСКВА Moscow_City
18 Удмуртская_Республика Udmurtskaya VOTKINSK ВОТКИНСК Votkinsk
42 Кемеровская_область Kemerovskaya LENINSK-KUZNECKIY ЛЕНИНСК-КУЗНЕЦКИЙ Leninsk-Kuzneckij2
42 Кемеровская_область Kemerovskaya MEZHDURECHENSK МЕЖДУРЕЧЕНСК Mezhdurechensk
50 Московская_область Moskovskaya ZHELEZNODOROZHNYJ ЖЕЛЕЗНОДОРОЖНЫЙ Zheleznodorozhnyj
18 Удмуртская_Республика Udmurtskaya SARAPUL САРАПУЛ Sarapul
16 Республика_Татарстан Tatarstan ZELENODOL'SK ЗЕЛЕНОДОЛЬСК Zelenodol'skiy
24 Красноярский_край Krasnoyarskiy ACHINSK АЧИНСК Achinsk
26 Ставропольский_край Stavropol'skiy MINERAL'NYE_VODY МИНЕРАЛЬНЫЕ_ВОДЫ Mineralovodskiy
54 Новосибирская_область Novosibirskaya BERDSK БЕРДСК Berdsk
59 Пермский_край Permskiy CHAYKOVSKIY ЧАЙКОВСКИЙ Chajkovskiy
58 Пензенская_область Penzenskaya KUZNECK КУЗНЕЦК Kuzneck
47 Ленинградская_область Leningradskaya GATCHINA ГАТЧИНА Gatchinskiy
17 Республика_Тыва Tyva KYZYL КЫЗЫЛ Kyzyl
47 Ленинградская_область Leningradskaya SOSNOVYJ_BOR СОСНОВЫЙ_БОР Sosnovoborskiy
16 Республика_Татарстан Tatarstan BUGULMA БУГУЛЬМА Bugul'minskiy
18 Удмуртская_Республика Udmurtskaya GLAZOV ГЛАЗОВ Glazov
72 Тюменская_область Tjumenskaya ISHIM ИШИМ Ishim
64 Саратовская_область Saratovskaya VOL'SK ВОЛЬСК Vol'skiy
11 Республика_Коми Komi UKHTA УХТА Ukhta
50 Московская_область Moskovskaya LOBNYA ЛОБНЯ Lobnja
52 Нижегородская_область Nizhegorodskaya KSTOVO КСТОВО Kstovskiy
63 Самарская_область Samarskaya CHAPAEVSK ЧАПАЕВСК Chapaevsk
26 Ставропольский_край Stavropol'skiy ESSENTUKI ЕССЕНТУКИ Essentuki
50 Московская_область Moskovskaya DOLGOPRUDNYJ ДОЛГОПРУДНЫЙ Dolgoprudnyj
61 Ростовская_область Rostovskaya NOVOSHAKHTINSK НОВОШАХТИНСК Novoshakhtinsk
50 Московская_область Moskovskaya DUBNA ДУБНА Dubna
24 Красноярский_край Krasnoyarskiy KANSK КАНСК Kansk
89 Ямало-Ненецкий_автономный_округ Yamalo-Neneckiy GUBKINSKIY ГУБКИНСКИЙ Gubkinskiy2
53 Новгородская_область Novgorodskaya VELIKIY_NOVGOROD ВЕЛИКИЙ_НОВГОРОД Velikij_Nov
5 Республика_Дагестан Dagestan KASPIYSK КАСПИЙСК Kaspijsk
50 Московская_область Moskovskaya RAMENSKOE РАМЕНСКОЕ Ramenskiy
50 Московская_область Moskovskaya DOMODEDOVO ДОМОДЕДОВО Domodedovo
49 Магаданская_область Magadanskaya MAGADAN МАГАДАН Magadan
59 Пермский_край Permskiy SOLIKAMSK СОЛИКАМСК Solikamsk
68 Тамбовская_область Tambovskaya MICHURINSK МИЧУРИНСК Michurinsk
42 Кемеровская_область Kemerovskaya KISELYOVSK КИСЕЛЁВСК Kiseljovsk
56 Оренбургская_область Orenburgskaya NOVOTROICK НОВОТРОИЦК Novotroick
47 Ленинградская_область Leningradskaya ZELENOGORSK ЗЕЛЕНОГОРСК Zelenogorsk
56 Оренбургская_область Orenburgskaya BUZULUK БУЗУЛУК Buzuluk
66 Свердловская_область Sverdlovskaya ASBEST АСБЕСТ Asbestovskiy
16 Республика_Татарстан Tatarstan ELABUGA ЕЛАБУГА Elabuzhskiy
36 Воронежская_область Voronezhskaya BORISOGLEBSK БОРИСОГЛЕБСК Borisoglebskiy
66 Свердловская_область Sverdlovskaya NOVOURAL'SK НОВОУРАЛЬСК Novoural'skiy
66 Свердловская_область Sverdlovskaya POLEVSKOY ПОЛЕВСКОЙ Polevskoj
16 Республика_Татарстан Tatarstan LENINOGORSK ЛЕНИНОГОРСК Leninogorskiy
59 Пермский_край Permskiy KUNGUR КУНГУР Kungur
66 Свердловская_область Sverdlovskaya VERKHNYAYA_PYSHMA ВЕРХНЯЯ_ПЫШМА Verkhnjaja_Pyshma
64 Саратовская_область Saratovskaya BALASHOV БАЛАШОВ Balashovskiy
86 Ханты-Мансийский_автономный_округ Khanty-Mansiyskiy KOGALYM КОГАЛЫМ Kogalymskiy
74 Челябинская_область Chelyabinskaya KORKINO КОРКИНО Korkinskiy
19 Республика_Хакасия Khakassia CHERNOGORSK ЧЕРНОГОРСК Chernogorsk
82 Республика_Крым Crimea YALTA ЯЛТА ????????????????
72 Тюменская_область Tjumenskaya TOBOL'SK ТОБОЛЬСК Tobol'sk
42 Кемеровская_область Kemerovskaya ANZHERO-SUDZHENSK АНЖЕРО-СУДЖЕНСК

